1471914224 298571 0 0 0
1471919548 298571 1 0 0
1471920506 298572 1 0 0
1471926915 298572 1 0 1
1471930144 298572 1 1 1
1471930382 298581 1 1 1
1471931353 298663 1 1 1
1471963998 298663 1 40 1
1471964894 298847 1 40 1
1471965726 298856 1 40 1
1471985226 299108 1 40 1
1472007253 299108 1 140 1
1472013282 299151 1 140 1
1472014691 299160 1 140 1
1472016175 299160 1 165 1
1472017276 299160 47057 165 1
1472020487 299162 47057 165 1
1472022705 299162 47057 177 1
1472028981 299162 47057 178 1
1472031125 299162 47057 202 1
1472051732 299162 47057 202 1
1472052317 299162 47057 202 1
1472057027 299162 47057 212 1
1472094359 299163 47057 212 1
1472094636 299163 47057 212 1
1472094777 299163 47057 212 1
1472094878 299163 47057 212 1
1472095024 299163 47057 212 1
1472100917 299163 47057 212 1
1472107037 299165 47057 212 1
1472112299 299165 47057 212 208
1472113293 299192 47057 212 208
1472116734 299192 47093 212 208
1472116838 299192 47096 212 208
1472117340 299192 47108 212 208
1472117538 299192 47149 212 208
1472119440 299192 47197 212 208
1472120719 299192 47218 212 208
1472121026 299192 47615 212 208
1472126298 299192 47746 212 208
1472126305 299192 47747 212 208
1472127559 299193 47747 212 208
1472127665 299193 47766 212 208
1472133910 299193 47773 212 208
1472134912 299193 47773 212 208
1472136522 299193 47773 212 263
1472137066 299193 47851 212 263
1472137119 299193 47851 212 331
1472137393 299193 47851 212 331
1472138364 299193 47851 212 331
1472138471 299193 47851 212 331
1472138739 299279 47851 212 331
1472140266 299289 47851 212 331
1472140591 299289 47851 212 331
1472140833 299289 47851 212 331
1472142229 299289 47851 212 339
1472142548 299289 47868 212 339
1472142792 299289 47868 212 339
1472143666 299289 47982 212 339
1472144413 299289 94693 212 339
1472150258 299289 94693 212 358
1472150470 299289 94693 212 358
1472152996 299289 94833 212 358
