1471830898 1 0 0 0 0
1471843795 2 0 0 0 0
1471845708 3 0 0 0 0
1471847566 4 0 0 0 0
1471847795 4 1 0 0 0
1471849060 4 2 0 0 0
1471851653 5 2 0 0 0
1471852386 6 2 0 0 0
1471864258 7 2 0 0 0
1471864625 8 2 0 0 0
1471865451 9 2 0 0 0
1471865680 10 2 0 0 0
1471867075 11 2 0 0 0
1471868730 12 2 0 0 0
1471901374 13 2 0 0 0
1471910805 13 2 0 0 1
1471914008 14 2 0 0 1
1471914229 14 2 0 1 1
1471914619 14 2 0 2 1
1471915721 14 2 0 3 1
1471916487 14 2 0 4 1
1471925083 15 2 0 4 1
1471925488 15 3 0 4 1
1471929426 15 4 0 4 1
1471931228 15 5 0 4 1
1471933254 15 6 0 4 1
1471943443 15 6 1 4 1
1471998339 15 7 1 4 1
1471999715 15 7 2 4 1
1472000430 15 8 2 4 1
1472000577 15 8 3 4 1
1472011835 15 9 3 4 1
1472015189 15 10 3 4 1
1472015471 15 10 4 4 1
1472016899 16 10 4 4 1
1472017033 16 10 5 4 1
