1471913550 0 0 0 0 0
1471914528 0 0 0 0 0
1471914756 0 0 0 0 0
1471916031 0 0 0 0 0
1471916118 0 0 0 0 0
1471917186 30 14 0 0 0
1471917508 30 22 0 0 0
1471917722 30 28 0 0 0
1471918825 63 28 0 0 0
1471919597 63 28 0 0 152
1471920743 63 55 0 0 152
1471921230 88 55 0 0 152
1471921643 88 55 0 43 152
1471925596 152 55 0 43 152
1471927404 152 55 13921 43 152
1471927500 177 55 13921 43 152
1471928061 177 66 13921 43 152
1471928331 178 66 13921 43 152
1471928384 188 66 13921 43 152
1471928856 188 75 13921 43 152
1471929216 201 75 13921 43 152
1471930333 201 105 13921 43 152
1471930680 207 105 13921 43 152
1471930801 208 105 13921 43 152
1471931456 208 105 13921 72 152
1471931478 211 105 13921 72 152
1471931523 211 105 13988 72 152
1471931775 211 105 13988 86 152
1471931809 211 109 13988 86 152
1471931833 217 109 13988 86 152
1471932338 219 109 13988 86 152
1471934158 219 109 13991 86 197
1471934811 219 109 13991 86 197
1471934923 219 109 13991 86 197
1471935230 253 109 13991 86 197
1471935384 253 109 13991 86 197
1471935455 253 109 13991 86 197
1471935608 262 109 13991 86 197
1471935924 262 109 13994 86 197
1471937149 262 109 13994 87 197
1471944681 262 109 14026 87 197
1471998293 290 109 14026 87 197
1471998294 290 109 14026 87 197
1471998443 292 109 14026 87 197
1471998464 292 109 14026 87 197
1471999168 292 109 14026 270 197
1471999277 294 109 14026 270 197
1471999875 294 109 14026 430 197
1471999944 294 109 14026 430 197
1472000319 294 109 14026 536 197
1472000928 294 109 14026 536 225
1472001127 294 109 14026 574 225
1472001765 294 109 14026 619 225
1472002396 294 109 14026 619 225
1472002483 294 109 14026 619 225
1472002708 294 109 14026 619 225
1472003340 294 109 14026 619 225
1472003889 294 122 14026 619 225
1472003973 294 135 14028 619 225
1472004087 294 135 14028 619 261
1472004410 294 150 14028 619 261
1472004438 294 150 14028 621 261
1472005062 294 150 14028 621 261
1472005350 294 150 14028 621 261
1472005864 294 150 14028 621 261
1472006256 294 150 14028 621 261
1472006737 294 150 14028 625 261
1472006896 294 150 14028 626 261
1472007185 361 150 14028 626 261
1472007613 361 150 14028 626 304
1472007670 361 180 14028 626 304
1472007817 361 180 14028 626 304
1472007893 361 180 14028 626 305
1472010859 361 180 14028 626 305
1472010879 361 180 14028 626 305
1472011062 361 180 14028 626 305
1472011119 361 180 14028 626 305
1472011129 361 180 14028 626 305
1472012415 361 212 14028 626 305
1472012418 361 212 14028 626 305
1472012724 361 212 14028 626 305
1472012991 361 212 14028 626 305
1472013127 361 212 14028 626 305
1472013234 389 212 14028 626 305
1472013283 389 212 14028 626 305
1472013389 389 212 14028 626 305
1472013921 389 213 14028 626 305
1472014287 389 213 14028 626 305
1472014436 389 213 14028 626 305
1472014619 406 213 14028 626 305
1472014894 406 213 14028 626 305
1472019012 406 213 14028 626 318
1472019215 406 213 14028 626 318
1472019533 406 213 14028 626 318
1472021274 406 213 14028 674 318
1472021454 406 213 14028 674 320
1472021556 413 213 14028 674 320
1472021737 413 213 14028 675 320
1472021983 415 213 14028 675 320
1472022054 415 270 14028 675 320
1472022063 416 270 14028 675 320
1472022136 417 270 14028 675 320
1472022438 417 270 14090 675 320
1472022529 417 270 14090 675 320
1472023032 429 270 14090 675 320
1472023381 429 270 14090 675 320
1472023744 592 270 14090 675 320
1472026593 592 270 14090 675 321
1472030530 592 270 14092 675 321
1472089720 592 270 14142 675 321
1472089931 592 270 14142 675 321
1472091367 592 270 14142 675 322
1472091420 592 270 14144 675 322
1472092621 617 270 14144 675 322
1472092680 617 270 14144 676 322
1472092694 617 275 14144 676 322
1472092797 618 275 14144 676 322
1472092926 619 275 14144 676 322
1472092994 619 275 14144 676 322
1472093026 619 275 14144 676 322
1472093044 619 275 14144 676 322
1472093062 619 275 14144 676 322
1472093113 619 275 14144 676 322
1472093123 619 275 14144 676 322
1472093236 619 275 14144 676 322
1472094101 620 275 14144 676 322
1472094119 627 275 14144 676 322
1472094209 627 275 14144 680 322
1472094656 627 275 14146 680 322
1472094704 627 275 14146 737 322
1472094838 627 275 14146 737 322
1472094861 627 275 14146 737 322
1472094979 627 290 14146 737 322
1472099882 627 290 14146 753 322
1472099925 627 290 14146 753 322
1472100927 627 290 14146 754 322
1472103276 627 290 14146 755 322
1472105492 627 402 14146 755 322
1472105887 627 402 14146 755 322
1472106961 627 402 14146 755 322
1472106972 627 402 14146 755 322
1472106983 627 402 14146 755 322
1472106995 627 402 14146 755 322
1472109278 627 415 14146 755 322
1472109881 627 415 14146 755 322
1472171430 627 418 14146 755 322
1472171599 627 418 14148 755 322
1472171701 629 418 14148 755 322
1472171770 631 418 14148 755 322
1472171985 633 418 14148 755 322
1472172162 633 421 14148 755 322
1472172658 633 422 14148 755 322
1472173204 633 434 14148 755 322
1472173512 633 434 14148 755 322
1472173522 633 434 14148 755 322
1472173533 633 434 14148 755 322
1472173543 633 434 14148 755 322
1472173551 633 434 14148 755 322
1472173560 633 434 14148 755 322
1472173568 633 434 14148 755 322
1472177094 633 434 14148 755 325
1472177404 633 434 14148 755 336
1472177760 633 434 14148 755 337
1472177998 633 434 14148 755 337
1472178480 633 435 14148 755 337
1472178943 633 435 14148 755 337
