1471846443 0 0 0 1 0 0
1471846696 0 0 1 1 0 0
1471847391 0 0 1 1 0 1
1471944419 1 0 1 1 0 1
1472005296 2 0 1 1 0 1
1472007757 3 0 1 1 0 1
1472049650 4 0 1 1 0 1
1472055066 5 0 1 1 0 1
1472056813 6 0 1 1 0 1
1472084862 7 0 1 1 0 1
1472085815 8 0 1 1 0 1
1472090026 9 0 1 1 0 1
1472090563 10 0 1 1 0 1
1472094471 11 0 1 1 0 1
1472102989 11 0 1 1 1 1
1472111196 12 0 1 1 1 1
1472116091 12 1 1 1 1 1
1472116597 13 1 1 1 1 1
1472120706 14 1 1 1 1 1
1472124251 14 2 1 1 1 1
1472124785 14 3 1 1 1 1
1472125797 14 4 1 1 1 1
1472126146 14 5 1 1 1 1
1472133620 14 6 1 1 1 1
1472134933 15 6 1 1 1 1
1472137791 16 6 1 1 1 1
1472140902 17 6 1 1 1 1
