1471914433 0 0 0 0
1471915793 0 0 6475 0
1471916113 0 0 6475 0
1471916833 0 0 6475 0
1471919291 0 0 6475 575
1471920268 0 0 6475 1051
1471920889 0 6 6475 1051
1471920951 0 6 6475 1052
1471927711 0 6 6475 1052
1471931750 0 22 6475 1052
1471933409 0 34 6475 1052
1471933666 0 34 6475 1052
1471936952 213 34 6475 1052
1471938009 213 34 6475 1052
1471942050 262 34 6475 1052
1472005342 262 78 6475 1052
1472012717 262 140 6475 1052
1472013068 433 140 6475 1052
1472013263 433 140 6475 1052
1472018747 433 200 6475 1052
1472020638 458 200 6475 1052
1472026295 562 200 6475 1052
1472042069 562 200 6475 1052
1472090209 562 1043 6475 1052
1472094099 724 1043 6475 1052
1472100664 778 1043 6475 1052
1472104797 826 1043 6475 1052
1472110407 828 1043 6475 1052
1472115921 836 1043 6475 1052
1472170823 836 1043 6475 1052
