1471830675 1 0 0 0
1471848799 98733 0 0 0
1471913941 98733 0 0 6665
1471917194 98747 0 0 6665
1471920416 98747 0 28 6665
1471921427 98747 54 28 6665
1471928167 98747 55 28 6665
1471929856 98792 55 28 6665
1471930097 98792 55 28 6773
1471931736 98792 55 103 6773
1471932854 98792 55 104 6773
1471934441 98792 55 121 6773
1471934681 98809 55 121 6773
1471935799 98809 90 121 6773
1471936013 98822 90 121 6773
1471936141 98822 90 121 6773
1471936610 98822 90 121 6773
1471936633 98822 90 121 6773
1471936665 98822 90 121 6773
1471936763 98822 90 121 6773
1471937135 98822 90 121 6773
1471937918 98822 103 121 6773
1471940490 98822 110 121 6773
1471941219 98822 110 122 6773
1471942213 98822 110 137 6773
1472004106 98822 110 266 6773
1472006221 98822 177 266 6773
1472006982 98822 177 266 6855
1472016981 98822 177 342 6855
1472018037 98934 177 342 6855
1472018128 98934 177 346 6855
1472018190 98934 177 389 6855
1472018210 98935 177 389 6855
1472018777 98937 177 389 6855
1472018938 98937 177 389 6855
1472019030 98937 177 389 6855
1472019363 98937 448 389 6855
1472019401 98937 448 389 6855
1472019687 98937 448 389 6855
1472021221 98937 464 389 6855
1472022241 98937 464 389 6946
1472023068 98938 464 389 6946
1472023561 98938 464 389 6946
1472089830 98938 892 389 6946
1472101029 98938 949 389 6946
1472103184 98938 986 389 6946
1472103740 98948 986 389 6946
1472104490 98948 986 389 6946
1472106679 98948 986 389 6962
1472108318 98948 986 389 6962
1472109514 98948 990 389 6962
1472109551 98948 990 396 6962
1472110004 98948 990 396 6962
1472110688 98948 1005 396 6962
1472112045 98948 1005 397 6962
1472112235 98948 1005 398 6962
1472112276 106754 1005 398 6962
1472113673 106754 1005 398 6962
1472120382 106754 1167 398 6962
1472121834 106754 1167 398 6962
1472121852 106754 1167 398 6962
1472122318 106754 1197 398 6962
1472127222 106754 1226 398 6962
1472127882 106754 1226 398 6962
1472132068 106754 1251 398 6962
1472133327 106754 1254 398 6962
1472134025 106754 1295 398 6962
1472135120 106754 1444 398 6962
1472136466 106754 1640 398 6962
1472174150 106754 1640 398 6962
1472176504 106758 1640 398 6962
1472176597 106758 1640 398 6962
1472179213 106900 1640 398 6962
1472179345 106900 1640 398 6962
